enrollment_id,student_id,course_id,course_code,term,enrollment_date,role,status,final_grade
ENR000236,KOI000081,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-05-08,Student,Enrolled,
ENR000237,KOI000082,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-09-18,Student,Withdrawn,52.2
ENR000238,KOI000082,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-07-15,Student,Enrolled,54.1
ENR000239,KOI000082,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2024-12-12,Student,Enrolled,
ENR000240,KOI000082,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2025-01-17,Student,Withdrawn,81.3
ENR000241,KOI000082,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-06-02,Student,Enrolled,88.7
ENR000242,KOI000083,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-04-05,Student,Completed,97.0
ENR000243,KOI000083,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2024-12-22,Student,Enrolled,
ENR000244,KOI000083,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-03-25,Student,Enrolled,
ENR000245,KOI000083,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-09-17,Student,Enrolled,
ENR000246,KOI000083,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-10-21,Student,Enrolled,78.7
ENR000247,KOI000084,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-09-06,Student,Completed,71.7
ENR000248,KOI000084,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-22,Student,Enrolled,55.9
ENR000249,KOI000084,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-05-11,Student,Enrolled,80.9
ENR000250,KOI000085,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-10-25,Student,Withdrawn,
ENR000251,KOI000085,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-28,Student,Enrolled,64.1
ENR000252,KOI000085,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-01-30,Student,Completed,91.1
ENR000253,KOI000085,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-08-22,Student,Enrolled,76.7
ENR000254,KOI000085,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-10-07,Student,Enrolled,89.8
ENR000255,KOI000086,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-03-04,Student,Enrolled,50.6
ENR000256,KOI000086,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-10-11,Student,Withdrawn,
ENR000257,KOI000086,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-06-11,Student,Enrolled,
ENR000258,KOI000086,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-09-09,Student,Withdrawn,77.4
ENR000259,KOI000086,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-10-27,Student,Enrolled,87.4
ENR000260,KOI000087,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-10-11,Student,Enrolled,
ENR000261,KOI000087,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-07-23,Student,Enrolled,62.6
ENR000262,KOI000087,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-29,Student,Enrolled,
ENR000263,KOI000087,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-01-03,Student,Withdrawn,92.6
ENR000264,KOI000087,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2024-12-03,Student,Withdrawn,77.5
ENR000265,KOI000088,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-05-15,Student,Enrolled,74.4
ENR000266,KOI000088,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-11-06,Student,Enrolled,83.6
ENR000267,KOI000088,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-07-27,Student,Enrolled,
ENR000268,KOI000088,COMP301_Semester_1_2024,COMP301,Semester 1 2024,2024-05-28,Student,Withdrawn,
ENR000269,KOI000089,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-02-20,Student,Enrolled,65.3
ENR000270,KOI000089,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-10-04,Student,Withdrawn,
ENR000271,KOI000089,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-10-13,Student,Withdrawn,65.8
ENR000272,KOI000091,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-11-03,Student,Enrolled,82.0
ENR000273,KOI000091,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-04-10,Student,Enrolled,56.7
ENR000274,KOI000091,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-01,Student,Enrolled,73.1
ENR000275,KOI000091,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-04-09,Student,Enrolled,74.3
ENR000276,KOI000092,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-01-14,Student,Enrolled,92.9
ENR000277,KOI000092,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2024-12-27,Student,Enrolled,59.8
ENR000278,KOI000092,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-31,Student,Enrolled,94.6
ENR000279,KOI000093,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-07-22,Student,Withdrawn,
ENR000280,KOI000093,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-08-28,Student,Enrolled,77.2
ENR000281,KOI000093,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-11-04,Student,Withdrawn,88.8
ENR000282,KOI000093,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-09-02,Student,Enrolled,94.6
ENR000283,KOI000093,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-09-29,Student,Withdrawn,64.5
ENR000284,KOI000094,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2024-12-27,Student,Withdrawn,
ENR000285,KOI000094,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-02,Student,Enrolled,90.3
ENR000286,KOI000094,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-10-26,Student,Withdrawn,87.9
ENR000287,KOI000094,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2024-12-24,Student,Enrolled,59.0
ENR000288,KOI000095,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-03-04,Student,Enrolled,
ENR000289,KOI000095,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-04-09,Student,Completed,
ENR000290,KOI000095,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-02-19,Student,Enrolled,52.1
ENR000291,KOI000095,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-10-10,Student,Enrolled,89.6
ENR000292,KOI000095,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-04-12,Student,Completed,72.7
ENR000293,KOI000096,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-09,Student,Enrolled,76.1
ENR000294,KOI000096,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2024-12-02,Student,Enrolled,63.2
ENR000295,KOI000096,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-12,Student,Withdrawn,68.8
ENR000296,KOI000097,DATA301_Summer_2024/25,DATA301,Summer 2024/25,2024-12-06,Student,Enrolled,68.8
ENR000297,KOI000097,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-07-29,Student,Enrolled,67.6
ENR000298,KOI000097,MGT301_Summer_2024/25,MGT301,Summer 2024/25,2025-02-17,Student,Enrolled,74.1
ENR000299,KOI000097,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-02-17,Student,Withdrawn,
ENR000300,KOI000098,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-09-06,Student,Enrolled,64.0
ENR000301,KOI000098,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-10-26,Student,Enrolled,
ENR000302,KOI000098,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-02-19,Student,Enrolled,90.8
ENR000303,KOI000099,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-24,Student,Enrolled,73.9
ENR000304,KOI000099,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-11,Student,Enrolled,82.4
ENR000305,KOI000099,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-02-29,Student,Completed,
ENR000306,KOI000099,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-06-02,Student,Enrolled,
ENR000307,KOI000099,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-09-12,Student,Withdrawn,
ENR000308,KOI000102,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2025-02-14,Student,Enrolled,
ENR000309,KOI000102,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-29,Student,Enrolled,70.3
ENR000310,KOI000102,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-03-06,Student,Withdrawn,93.9
ENR000311,KOI000102,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-06-01,Student,Enrolled,60.8
ENR000312,KOI000102,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-04-07,Student,Withdrawn,93.4
ENR000313,KOI000105,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-01-22,Student,Withdrawn,
ENR000314,KOI000105,COMM101_Summer_2024/25,COMM101,Summer 2024/25,2025-02-04,Student,Withdrawn,59.1
ENR000315,KOI000105,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-24,Student,Withdrawn,
ENR000316,KOI000106,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-09-08,Student,Enrolled,
ENR000317,KOI000106,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-03-19,Student,Completed,
ENR000318,KOI000106,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-24,Student,Enrolled,
ENR000319,KOI000106,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-08,Student,Withdrawn,91.3
ENR000320,KOI000106,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-10-31,Student,Withdrawn,
ENR000321,KOI000107,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-04-29,Student,Withdrawn,55.9
ENR000322,KOI000107,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-19,Student,Completed,95.1
ENR000323,KOI000107,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2025-01-23,Student,Withdrawn,94.8
ENR000324,KOI000107,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-02-03,Student,Completed,68.5
ENR000325,KOI000108,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-21,Student,Enrolled,74.1
ENR000326,KOI000108,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-02-28,Student,Completed,90.2
ENR000327,KOI000108,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-05-19,Student,Withdrawn,
ENR000328,KOI000109,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-07-30,Student,Enrolled,54.2
ENR000329,KOI000109,BUS101_Semester_1_2024,BUS101,Semester 1 2024,2024-04-29,Student,Withdrawn,70.4
ENR000330,KOI000109,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-08-31,Student,Enrolled,
ENR000331,KOI000110,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-01-17,Student,Withdrawn,
ENR000332,KOI000110,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-03-01,Student,Enrolled,65.8
ENR000333,KOI000110,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-03-16,Student,Enrolled,
ENR000334,KOI000110,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-03-22,Student,Completed,62.7
ENR000335,KOI000110,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-09-03,Student,Withdrawn,68.3
ENR000336,KOI000111,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-08-16,Student,Completed,77.9
ENR000337,KOI000111,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-09-09,Student,Enrolled,77.7
ENR000338,KOI000111,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-04-15,Student,Enrolled,78.9
ENR000339,KOI000111,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-10-03,Student,Completed,92.7
ENR000340,KOI000112,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-08-15,Student,Enrolled,
ENR000341,KOI000112,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2025-01-12,Student,Withdrawn,66.9
ENR000342,KOI000112,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-21,Student,Withdrawn,84.2
ENR000343,KOI000112,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-08-15,Student,Enrolled,
ENR000344,KOI000112,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-01-06,Student,Enrolled,91.2
ENR000345,KOI000113,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2024-12-11,Student,Enrolled,
ENR000346,KOI000113,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-04-22,Student,Enrolled,86.2
ENR000347,KOI000113,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2025-01-01,Student,Completed,76.1
ENR000348,KOI000113,COMP201_Semester_2_2024,COMP201,Semester 2 2024,2024-10-28,Student,Withdrawn,
ENR000349,KOI000114,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-10-29,Student,Enrolled,
ENR000350,KOI000114,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-07-28,Student,Withdrawn,
ENR000351,KOI000114,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-07-29,Student,Enrolled,75.5
ENR000352,KOI000115,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-17,Student,Enrolled,
ENR000353,KOI000115,MGT301_Semester_1_2024,MGT301,Semester 1 2024,2024-03-20,Student,Enrolled,54.3
ENR000354,KOI000115,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-07-15,Student,Enrolled,67.7
ENR000355,KOI000115,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-08-30,Student,Completed,60.0
ENR000356,KOI000115,COMP101_Summer_2024/25,COMP101,Summer 2024/25,2024-12-08,Student,Enrolled,53.4
ENR000357,KOI000116,ACC201_Summer_2024/25,ACC201,Summer 2024/25,2025-02-15,Student,Withdrawn,67.4
ENR000358,KOI000116,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-04-18,Student,Enrolled,
ENR000359,KOI000116,MATH101_Semester_2_2024,MATH101,Semester 2 2024,2024-08-18,Student,Enrolled,70.2
ENR000360,KOI000117,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-08-06,Student,Withdrawn,
ENR000361,KOI000117,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-02-14,Student,Enrolled,67.0
ENR000362,KOI000117,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-14,Student,Enrolled,97.8
ENR000363,KOI000118,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-09-18,Student,Completed,78.2
ENR000364,KOI000118,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2024-12-13,Student,Enrolled,98.1
ENR000365,KOI000118,MKT201_Semester_1_2024,MKT201,Semester 1 2024,2024-06-02,Student,Completed,94.8
ENR000366,KOI000118,NET301_Semester_2_2024,NET301,Semester 2 2024,2024-10-26,Student,Enrolled,62.9
ENR000367,KOI000118,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-01-16,Student,Completed,99.7
ENR000368,KOI000119,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-01-20,Student,Enrolled,50.5
ENR000369,KOI000119,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-13,Student,Enrolled,
ENR000370,KOI000119,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-05-29,Student,Enrolled,87.4
ENR000371,KOI000119,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-02-04,Student,Enrolled,
ENR000372,KOI000119,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-30,Student,Enrolled,67.7
ENR000373,KOI000122,NET301_Summer_2024/25,NET301,Summer 2024/25,2024-12-29,Student,Completed,61.7
ENR000374,KOI000122,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-02-16,Student,Enrolled,60.3
ENR000375,KOI000122,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2024-12-10,Student,Enrolled,91.8
ENR000376,KOI000122,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-09-22,Student,Enrolled,
ENR000377,KOI000122,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-03-14,Student,Enrolled,
ENR000378,KOI000124,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-09-21,Student,Withdrawn,
ENR000379,KOI000124,FIN301_Semester_1_2024,FIN301,Semester 1 2024,2024-03-31,Student,Withdrawn,92.4
ENR000380,KOI000124,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-09-28,Student,Enrolled,74.6
ENR000381,KOI000125,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-02-18,Student,Enrolled,87.5
ENR000382,KOI000125,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-08-20,Student,Enrolled,
ENR000383,KOI000125,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2025-01-23,Student,Completed,77.0
ENR000384,KOI000125,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-04-14,Student,Withdrawn,93.0
ENR000385,KOI000125,BUS101_Summer_2024/25,BUS101,Summer 2024/25,2025-02-10,Student,Enrolled,56.0
ENR000386,KOI000126,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-03,Student,Enrolled,55.0
ENR000387,KOI000126,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-31,Student,Enrolled,63.0
ENR000388,KOI000126,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-02-18,Student,Withdrawn,
ENR000389,KOI000126,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-03-13,Student,Enrolled,80.7
ENR000390,KOI000126,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-07-27,Student,Enrolled,
ENR000391,KOI000127,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-08-15,Student,Enrolled,70.0
ENR000392,KOI000127,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2024-12-16,Student,Completed,
ENR000393,KOI000127,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2025-01-04,Student,Enrolled,84.3
ENR000394,KOI000127,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-03-28,Student,Enrolled,90.2
ENR000395,KOI000129,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-06-06,Student,Enrolled,50.5
ENR000396,KOI000129,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-06-08,Student,Completed,99.8
ENR000397,KOI000129,WEB201_Semester_1_2024,WEB201,Semester 1 2024,2024-04-03,Student,Withdrawn,65.8
ENR000398,KOI000129,COMP401_Semester_1_2024,COMP401,Semester 1 2024,2024-05-28,Student,Completed,78.1
ENR000399,KOI000129,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-05-04,Student,Withdrawn,
ENR000400,KOI000130,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-04,Student,Enrolled,73.8
ENR000401,KOI000130,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-09-19,Student,Enrolled,66.7
ENR000402,KOI000130,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-05-11,Student,Enrolled,77.9
ENR000403,KOI000131,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-10-06,Student,Enrolled,98.2
ENR000404,KOI000131,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-08-04,Student,Enrolled,82.5
ENR000405,KOI000131,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-02-18,Student,Withdrawn,
ENR000406,KOI000131,COMP301_Semester_2_2024,COMP301,Semester 2 2024,2024-10-22,Student,Enrolled,83.7
ENR000407,KOI000132,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-10-01,Student,Completed,73.2
ENR000408,KOI000132,MATH101_Summer_2024/25,MATH101,Summer 2024/25,2024-12-22,Student,Enrolled,82.0
ENR000409,KOI000132,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-08-16,Student,Enrolled,80.6
ENR000410,KOI000132,COMP201_Summer_2024/25,COMP201,Summer 2024/25,2024-12-20,Student,Completed,53.6
ENR000411,KOI000133,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-05-29,Student,Enrolled,85.5
ENR000412,KOI000133,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2025-02-15,Student,Withdrawn,63.6
ENR000413,KOI000133,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2025-01-27,Student,Completed,96.9
ENR000414,KOI000134,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-07-27,Student,Enrolled,56.3
ENR000415,KOI000134,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-04-10,Student,Enrolled,97.0
ENR000416,KOI000134,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-10-18,Student,Enrolled,
ENR000417,KOI000134,SOFT301_Summer_2024/25,SOFT301,Summer 2024/25,2025-01-25,Student,Completed,
ENR000418,KOI000134,COMP401_Semester_2_2024,COMP401,Semester 2 2024,2024-10-11,Student,Enrolled,73.7
ENR000419,KOI000135,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-09-28,Student,Withdrawn,54.2
ENR000420,KOI000135,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-09-15,Student,Enrolled,54.2
ENR000421,KOI000135,SOFT301_Semester_2_2024,SOFT301,Semester 2 2024,2024-09-24,Student,Completed,62.4
ENR000422,KOI000136,CLOUD401_Semester_2_2024,CLOUD401,Semester 2 2024,2024-08-22,Student,Enrolled,
ENR000423,KOI000136,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-07-23,Student,Enrolled,66.3
ENR000424,KOI000136,COMP301_Summer_2024/25,COMP301,Summer 2024/25,2024-12-05,Student,Completed,93.5
ENR000425,KOI000136,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-05-23,Student,Enrolled,56.8
ENR000426,KOI000137,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-08-20,Student,Withdrawn,82.0
ENR000427,KOI000137,COMP401_Summer_2024/25,COMP401,Summer 2024/25,2024-12-02,Student,Withdrawn,67.4
ENR000428,KOI000137,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-11-02,Student,Withdrawn,
ENR000429,KOI000137,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-05,Student,Enrolled,68.3
ENR000430,KOI000137,CLOUD401_Summer_2024/25,CLOUD401,Summer 2024/25,2024-12-03,Student,Enrolled,
ENR000431,KOI000138,COMP101_Semester_1_2024,COMP101,Semester 1 2024,2024-05-08,Student,Enrolled,73.5
ENR000432,KOI000138,ACC201_Semester_1_2024,ACC201,Semester 1 2024,2024-05-01,Student,Enrolled,74.6
ENR000433,KOI000138,COMM101_Semester_2_2024,COMM101,Semester 2 2024,2024-10-03,Student,Completed,
ENR000434,KOI000139,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-02-27,Student,Enrolled,59.4
ENR000435,KOI000139,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-04-27,Student,Withdrawn,62.5
ENR000436,KOI000139,MKT201_Summer_2024/25,MKT201,Summer 2024/25,2025-01-15,Student,Completed,61.0
ENR000437,KOI000139,WEB201_Summer_2024/25,WEB201,Summer 2024/25,2024-12-10,Student,Enrolled,62.0
ENR000438,KOI000140,COMM101_Semester_1_2024,COMM101,Semester 1 2024,2024-03-23,Student,Withdrawn,70.6
ENR000439,KOI000140,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-11,Student,Enrolled,
ENR000440,KOI000140,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-11-07,Student,Enrolled,
ENR000441,KOI000140,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-01-21,Student,Completed,63.6
ENR000442,KOI000140,SEC401_Semester_1_2024,SEC401,Semester 1 2024,2024-03-19,Student,Withdrawn,66.0
ENR000443,KOI000142,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-03-23,Student,Enrolled,64.1
ENR000444,KOI000142,ACC201_Semester_2_2024,ACC201,Semester 2 2024,2024-10-14,Student,Enrolled,86.4
ENR000445,KOI000142,COMP101_Semester_2_2024,COMP101,Semester 2 2024,2024-10-18,Student,Enrolled,
ENR000446,KOI000143,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-10-30,Student,Completed,90.0
ENR000447,KOI000143,WEB201_Semester_2_2024,WEB201,Semester 2 2024,2024-10-30,Student,Enrolled,89.6
ENR000448,KOI000143,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-05-02,Student,Enrolled,
ENR000449,KOI000144,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-03-20,Student,Completed,
ENR000450,KOI000144,NET301_Summer_2024/25,NET301,Summer 2024/25,2025-01-31,Student,Completed,
ENR000451,KOI000144,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-07-21,Student,Enrolled,91.4
ENR000452,KOI000145,STAT201_Semester_2_2024,STAT201,Semester 2 2024,2024-09-14,Student,Completed,72.1
ENR000453,KOI000145,MATH101_Semester_1_2024,MATH101,Semester 1 2024,2024-04-13,Student,Enrolled,
ENR000454,KOI000145,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-04-26,Student,Enrolled,99.1
ENR000455,KOI000146,SOFT301_Semester_1_2024,SOFT301,Semester 1 2024,2024-06-09,Student,Enrolled,52.1
ENR000456,KOI000146,FIN301_Semester_2_2024,FIN301,Semester 2 2024,2024-10-05,Student,Withdrawn,62.7
ENR000457,KOI000146,SEC401_Semester_2_2024,SEC401,Semester 2 2024,2024-09-09,Student,Enrolled,
ENR000458,KOI000146,SEC401_Summer_2024/25,SEC401,Summer 2024/25,2024-12-05,Student,Enrolled,60.9
ENR000459,KOI000148,NET301_Semester_1_2024,NET301,Semester 1 2024,2024-03-17,Student,Enrolled,
ENR000460,KOI000148,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-07-25,Student,Enrolled,69.8
ENR000461,KOI000148,CLOUD401_Semester_1_2024,CLOUD401,Semester 1 2024,2024-04-24,Student,Enrolled,
ENR000462,KOI000149,MKT201_Semester_2_2024,MKT201,Semester 2 2024,2024-08-10,Student,Completed,57.7
ENR000463,KOI000149,STAT201_Summer_2024/25,STAT201,Summer 2024/25,2025-02-07,Student,Enrolled,
ENR000464,KOI000149,FIN301_Summer_2024/25,FIN301,Summer 2024/25,2024-12-27,Student,Completed,
ENR000465,KOI000150,DATA301_Semester_1_2024,DATA301,Semester 1 2024,2024-05-09,Student,Enrolled,89.6
ENR000466,KOI000150,STAT201_Semester_1_2024,STAT201,Semester 1 2024,2024-03-26,Student,Enrolled,65.8
ENR000467,KOI000150,MGT301_Semester_2_2024,MGT301,Semester 2 2024,2024-09-07,Student,Withdrawn,87.8
ENR000468,KOI000150,COMP201_Semester_1_2024,COMP201,Semester 1 2024,2024-05-02,Student,Completed,51.1
ENR000469,KOI000150,DATA301_Semester_2_2024,DATA301,Semester 2 2024,2024-10-03,Student,Completed,56.7
ENR000470,KOI000151,BUS101_Semester_2_2024,BUS101,Semester 2 2024,2024-07-29,Student,Withdrawn,
