grade_id,student_id,course_id,assessment_id,assessment_type,marks_obtained,max_marks,percentage,submitted_date,graded_date,feedback
GRD00001087,KOI000077,MATH101_Semester_2_2024,MATH101_Semester_2_2024_Q2,Quiz,23.2,25,97.3,2024-10-11 00:00:00,2024-10-11 00:00:00,Auto-graded
GRD00001088,KOI000077,MATH101_Semester_2_2024,MATH101_Semester_2_2024_Q3,Quiz,14.2,15,79.6,2024-11-06 00:00:00,2024-11-06 00:00:00,Auto-graded
GRD00001089,KOI000077,SEC401_Semester_1_2024,SEC401_Semester_1_2024_A1,Assignment,76.9,100,51.5,2024-04-11 00:00:00,2024-04-27 00:00:00,Satisfactory. Consider improvement in...
GRD00001090,KOI000077,SEC401_Semester_1_2024,SEC401_Semester_1_2024_A2,Assignment,98.2,100,59.6,2024-04-20 00:00:00,2024-04-27 00:00:00,"Good effort, well done."
GRD00001091,KOI000077,SEC401_Semester_1_2024,SEC401_Semester_1_2024_A3,Assignment,22.3,25,62.9,2024-03-26 00:00:00,2024-04-05 00:00:00,"Good effort, well done."
GRD00001092,KOI000077,SEC401_Semester_1_2024,SEC401_Semester_1_2024_Q1,Quiz,20.2,30,76.7,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00001093,KOI000077,SEC401_Semester_1_2024,SEC401_Semester_1_2024_Q2,Quiz,15.5,25,75.9,2024-03-20 00:00:00,2024-03-20 00:00:00,Auto-graded
GRD00001094,KOI000077,SEC401_Semester_1_2024,SEC401_Semester_1_2024_Q3,Quiz,16.9,20,69.2,2024-05-26 00:00:00,2024-05-26 00:00:00,Auto-graded
GRD00001095,KOI000077,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_A2,Assignment,16.8,20,58.0,2024-08-10 00:00:00,2024-08-13 00:00:00,"Good effort, well done."
GRD00001096,KOI000077,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_A5,Assignment,72.6,100,98.2,2024-10-18 00:00:00,2024-11-02 00:00:00,Well researched and presented.
GRD00001097,KOI000077,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_Q1,Quiz,6.5,10,72.6,2024-10-30 00:00:00,2024-10-30 00:00:00,Auto-graded
GRD00001098,KOI000078,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A3,Assignment,19.8,20,54.6,2025-01-26 00:00:00,2025-02-06 00:00:00,Needs improvement in analysis.
GRD00001099,KOI000078,SEC401_Summer_2024/25,SEC401_Summer_2024/25_A4,Assignment,39.9,40,50.3,2025-02-18 00:00:00,2025-02-20 00:00:00,Well researched and presented.
GRD00001100,KOI000078,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q1,Quiz,9.9,10,79.2,2025-01-29 00:00:00,2025-01-29 00:00:00,Auto-graded
GRD00001101,KOI000078,SEC401_Summer_2024/25,SEC401_Summer_2024/25_Q2,Quiz,24.7,30,67.8,2024-12-10 00:00:00,2024-12-10 00:00:00,Auto-graded
GRD00001102,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A1,Assignment,23.5,25,67.9,2025-01-17 00:00:00,2025-01-30 00:00:00,Satisfactory. Consider improvement in...
GRD00001103,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A2,Assignment,99.7,100,70.4,2025-02-03 00:00:00,2025-02-19 00:00:00,"Good effort, well done."
GRD00001104,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A3,Assignment,21.4,30,57.4,2024-12-19 00:00:00,2024-12-22 00:00:00,Excellent work!
GRD00001105,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A4,Assignment,12.5,20,86.8,2025-01-24 00:00:00,2025-02-02 00:00:00,"Good effort, well done."
GRD00001106,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_A5,Assignment,17.0,20,86.5,2024-12-25 00:00:00,2025-01-02 00:00:00,Needs improvement in analysis.
GRD00001107,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_Q1,Quiz,27.8,30,66.8,2025-02-21 00:00:00,2025-02-21 00:00:00,Auto-graded
GRD00001108,KOI000079,STAT201_Summer_2024/25,STAT201_Summer_2024/25_Q2,Quiz,24.5,25,67.0,2025-02-18 00:00:00,2025-02-18 00:00:00,Auto-graded
GRD00001109,KOI000079,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A2,Assignment,16.9,20,61.6,2024-12-14 00:00:00,2024-12-21 00:00:00,Satisfactory. Consider improvement in...
GRD00001110,KOI000079,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A3,Assignment,19.8,20,63.4,2025-01-12 00:00:00,2025-01-23 00:00:00,Well researched and presented.
GRD00001111,KOI000079,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A4,Assignment,20.7,25,64.3,2024-12-29 00:00:00,2025-01-07 00:00:00,"Good effort, well done."
GRD00001112,KOI000079,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A5,Assignment,23.1,25,53.8,2025-02-16 00:00:00,2025-02-21 00:00:00,"Good effort, well done."
GRD00001113,KOI000079,BUS101_Summer_2024/25,BUS101_Summer_2024/25_Q1,Quiz,24.8,25,71.4,2025-01-31 00:00:00,2025-01-31 00:00:00,Auto-graded
GRD00001114,KOI000079,BUS101_Summer_2024/25,BUS101_Summer_2024/25_Q2,Quiz,18.1,20,89.2,2025-01-02 00:00:00,2025-01-02 00:00:00,Auto-graded
GRD00001115,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A1,Assignment,19.4,20,86.7,2025-02-14 00:00:00,2025-02-22 00:00:00,Well researched and presented.
GRD00001116,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A2,Assignment,14.0,20,60.3,2025-01-01 00:00:00,2025-01-14 00:00:00,"Good effort, well done."
GRD00001117,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A3,Assignment,20.6,40,93.4,2025-01-15 00:00:00,2025-01-29 00:00:00,"Good effort, well done."
GRD00001118,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A4,Assignment,94.9,100,67.7,2025-02-07 00:00:00,2025-02-18 00:00:00,Needs improvement in analysis.
GRD00001119,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A6,Assignment,20.1,25,69.4,2025-01-24 00:00:00,2025-02-08 00:00:00,Excellent work!
GRD00001120,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q1,Quiz,8.9,10,67.8,2024-12-26 00:00:00,2024-12-26 00:00:00,Auto-graded
GRD00001121,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q2,Quiz,20.0,20,99.2,2025-02-07 00:00:00,2025-02-07 00:00:00,Auto-graded
GRD00001122,KOI000079,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q3,Quiz,24.5,30,93.2,2025-01-20 00:00:00,2025-01-20 00:00:00,Auto-graded
GRD00001123,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_A1,Assignment,37.9,40,66.6,2024-06-11 00:00:00,2024-06-17 00:00:00,Excellent work!
GRD00001124,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_A3,Assignment,21.3,25,81.7,2024-03-31 00:00:00,2024-04-09 00:00:00,Excellent work!
GRD00001125,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_A4,Assignment,17.5,25,73.7,2024-05-06 00:00:00,2024-05-17 00:00:00,Excellent work!
GRD00001126,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_Q1,Quiz,11.1,15,66.9,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00001127,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_Q2,Quiz,14.5,15,98.2,2024-03-12 00:00:00,2024-03-12 00:00:00,Auto-graded
GRD00001128,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_Q3,Quiz,19.3,25,93.0,2024-05-23 00:00:00,2024-05-23 00:00:00,Auto-graded
GRD00001129,KOI000081,NET301_Semester_1_2024,NET301_Semester_1_2024_Q4,Quiz,20.4,25,74.5,2024-05-28 00:00:00,2024-05-28 00:00:00,Auto-graded
GRD00001130,KOI000081,MGT301_Summer_2024/25,MGT301_Summer_2024/25_A2,Assignment,60.9,100,85.2,2025-02-11 00:00:00,2025-02-12 00:00:00,Satisfactory. Consider improvement in...
GRD00001131,KOI000081,MGT301_Summer_2024/25,MGT301_Summer_2024/25_A3,Assignment,39.9,50,57.4,2025-01-21 00:00:00,2025-02-02 00:00:00,Needs improvement in analysis.
GRD00001132,KOI000081,MGT301_Summer_2024/25,MGT301_Summer_2024/25_Q1,Quiz,19.0,20,89.4,2024-12-31 00:00:00,2024-12-31 00:00:00,Auto-graded
GRD00001133,KOI000081,MGT301_Summer_2024/25,MGT301_Summer_2024/25_Q2,Quiz,12.4,15,77.0,2025-01-07 00:00:00,2025-01-07 00:00:00,Auto-graded
GRD00001134,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A1,Assignment,75.7,100,57.8,2024-04-30 00:00:00,2024-05-05 00:00:00,Satisfactory. Consider improvement in...
GRD00001135,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A2,Assignment,25.5,30,91.9,2024-04-06 00:00:00,2024-04-11 00:00:00,Well researched and presented.
GRD00001136,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A3,Assignment,18.8,30,61.6,2024-06-13 00:00:00,2024-06-27 00:00:00,Needs improvement in analysis.
GRD00001137,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A4,Assignment,39.3,40,85.5,2024-05-07 00:00:00,2024-05-13 00:00:00,"Good effort, well done."
GRD00001138,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A5,Assignment,36.6,40,82.4,2024-03-29 00:00:00,2024-04-04 00:00:00,Needs improvement in analysis.
GRD00001139,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_A6,Assignment,78.4,100,55.2,2024-03-25 00:00:00,2024-04-05 00:00:00,Needs improvement in analysis.
GRD00001140,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_Q1,Quiz,7.6,10,92.7,2024-03-26 00:00:00,2024-03-26 00:00:00,Auto-graded
GRD00001141,KOI000081,MGT301_Semester_1_2024,MGT301_Semester_1_2024_Q2,Quiz,24.8,30,99.3,2024-03-15 00:00:00,2024-03-15 00:00:00,Auto-graded
GRD00001142,KOI000082,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A1,Assignment,37.9,50,52.5,2024-08-25 00:00:00,2024-08-29 00:00:00,"Good effort, well done."
GRD00001143,KOI000082,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A3,Assignment,12.7,25,61.5,2024-10-24 00:00:00,2024-10-25 00:00:00,Excellent work!
GRD00001144,KOI000082,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A4,Assignment,27.7,40,71.7,2024-10-08 00:00:00,2024-10-09 00:00:00,Excellent work!
GRD00001145,KOI000082,STAT201_Semester_2_2024,STAT201_Semester_2_2024_A5,Assignment,32.6,40,83.6,2024-09-30 00:00:00,2024-10-15 00:00:00,Well researched and presented.
GRD00001146,KOI000082,STAT201_Semester_2_2024,STAT201_Semester_2_2024_Q2,Quiz,27.8,30,67.6,2024-08-23 00:00:00,2024-08-23 00:00:00,Auto-graded
GRD00001147,KOI000082,STAT201_Semester_2_2024,STAT201_Semester_2_2024_Q3,Quiz,12.7,20,62.5,2024-08-17 00:00:00,2024-08-17 00:00:00,Auto-graded
GRD00001148,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A1,Assignment,38.0,40,64.5,2025-01-28 00:00:00,2025-02-10 00:00:00,"Good effort, well done."
GRD00001149,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A2,Assignment,16.3,30,75.5,2025-02-02 00:00:00,2025-02-15 00:00:00,Well researched and presented.
GRD00001150,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A3,Assignment,89.2,100,88.3,2024-12-26 00:00:00,2024-12-31 00:00:00,Satisfactory. Consider improvement in...
GRD00001151,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A4,Assignment,46.7,50,79.4,2025-01-01 00:00:00,2025-01-02 00:00:00,Excellent work!
GRD00001152,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A6,Assignment,12.7,25,91.8,2025-02-14 00:00:00,2025-02-20 00:00:00,Excellent work!
GRD00001153,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q1,Quiz,13.9,15,97.7,2025-01-30 00:00:00,2025-01-30 00:00:00,Auto-graded
GRD00001154,KOI000082,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q2,Quiz,25.1,30,77.5,2025-01-12 00:00:00,2025-01-12 00:00:00,Auto-graded
GRD00001155,KOI000082,COMM101_Semester_1_2024,COMM101_Semester_1_2024_A2,Assignment,17.9,25,98.6,2024-04-06 00:00:00,2024-04-16 00:00:00,Satisfactory. Consider improvement in...
GRD00001156,KOI000082,COMM101_Semester_1_2024,COMM101_Semester_1_2024_Q2,Quiz,14.5,15,72.0,2024-05-13 00:00:00,2024-05-13 00:00:00,Auto-graded
GRD00001157,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A2,Assignment,24.9,25,61.2,2024-06-12 00:00:00,2024-06-15 00:00:00,Well researched and presented.
GRD00001158,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A3,Assignment,16.5,30,80.7,2024-04-02 00:00:00,2024-04-17 00:00:00,Needs improvement in analysis.
GRD00001159,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A4,Assignment,30.5,40,50.8,2024-06-07 00:00:00,2024-06-15 00:00:00,Well researched and presented.
GRD00001160,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A5,Assignment,19.4,30,57.0,2024-03-22 00:00:00,2024-03-28 00:00:00,Well researched and presented.
GRD00001161,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q1,Quiz,9.1,10,81.1,2024-05-14 00:00:00,2024-05-14 00:00:00,Auto-graded
GRD00001162,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q2,Quiz,24.7,30,80.8,2024-05-17 00:00:00,2024-05-17 00:00:00,Auto-graded
GRD00001163,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q3,Quiz,9.7,15,81.2,2024-05-18 00:00:00,2024-05-18 00:00:00,Auto-graded
GRD00001164,KOI000083,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q4,Quiz,25.7,30,91.3,2024-03-20 00:00:00,2024-03-20 00:00:00,Auto-graded
GRD00001165,KOI000083,COMM101_Summer_2024/25,COMM101_Summer_2024/25_A3,Assignment,21.4,30,68.2,2024-12-30 00:00:00,2025-01-09 00:00:00,Well researched and presented.
GRD00001166,KOI000083,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q1,Quiz,6.1,10,83.8,2025-01-09 00:00:00,2025-01-09 00:00:00,Auto-graded
GRD00001167,KOI000083,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q3,Quiz,6.5,10,95.2,2024-12-25 00:00:00,2024-12-25 00:00:00,Auto-graded
GRD00001168,KOI000083,COMM101_Summer_2024/25,COMM101_Summer_2024/25_Q4,Quiz,18.6,25,94.0,2025-02-03 00:00:00,2025-02-03 00:00:00,Auto-graded
GRD00001169,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A1,Assignment,15.8,20,91.6,2024-03-21 00:00:00,2024-03-29 00:00:00,Excellent work!
GRD00001170,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A2,Assignment,21.6,40,92.7,2024-04-14 00:00:00,2024-04-19 00:00:00,Excellent work!
GRD00001171,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A3,Assignment,13.6,20,75.5,2024-05-15 00:00:00,2024-05-23 00:00:00,Well researched and presented.
GRD00001172,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A4,Assignment,42.7,50,83.5,2024-04-10 00:00:00,2024-04-19 00:00:00,Satisfactory. Consider improvement in...
GRD00001173,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A5,Assignment,11.8,20,53.7,2024-04-25 00:00:00,2024-05-01 00:00:00,Excellent work!
GRD00001174,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q1,Quiz,8.4,10,97.6,2024-04-27 00:00:00,2024-04-27 00:00:00,Auto-graded
GRD00001175,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q2,Quiz,13.4,20,65.6,2024-05-26 00:00:00,2024-05-26 00:00:00,Auto-graded
GRD00001176,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q3,Quiz,7.3,10,83.5,2024-04-10 00:00:00,2024-04-10 00:00:00,Auto-graded
GRD00001177,KOI000083,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q4,Quiz,23.1,25,95.3,2024-04-21 00:00:00,2024-04-21 00:00:00,Auto-graded
GRD00001178,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A1,Assignment,15.8,25,86.6,2024-09-18 00:00:00,2024-09-23 00:00:00,Excellent work!
GRD00001179,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A2,Assignment,26.9,40,64.7,2024-10-06 00:00:00,2024-10-23 00:00:00,Excellent work!
GRD00001180,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A3,Assignment,35.6,40,56.3,2024-11-01 00:00:00,2024-11-05 00:00:00,Satisfactory. Consider improvement in...
GRD00001181,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A4,Assignment,25.0,50,78.7,2024-07-29 00:00:00,2024-07-31 00:00:00,Well researched and presented.
GRD00001182,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A5,Assignment,42.6,50,67.1,2024-09-03 00:00:00,2024-09-06 00:00:00,Well researched and presented.
GRD00001183,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q1,Quiz,7.1,10,94.6,2024-08-26 00:00:00,2024-08-26 00:00:00,Auto-graded
GRD00001184,KOI000083,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q2,Quiz,20.0,25,96.8,2024-09-24 00:00:00,2024-09-24 00:00:00,Auto-graded
GRD00001185,KOI000083,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A1,Assignment,23.6,25,94.3,2024-09-01 00:00:00,2024-09-04 00:00:00,Excellent work!
GRD00001186,KOI000083,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A3,Assignment,19.5,20,90.8,2024-08-02 00:00:00,2024-08-06 00:00:00,Satisfactory. Consider improvement in...
GRD00001187,KOI000083,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A4,Assignment,62.0,100,56.8,2024-10-07 00:00:00,2024-10-12 00:00:00,Well researched and presented.
GRD00001188,KOI000083,ACC201_Semester_2_2024,ACC201_Semester_2_2024_A5,Assignment,15.4,20,96.6,2024-09-16 00:00:00,2024-09-19 00:00:00,Well researched and presented.
GRD00001189,KOI000083,ACC201_Semester_2_2024,ACC201_Semester_2_2024_Q1,Quiz,9.8,10,85.7,2024-08-05 00:00:00,2024-08-05 00:00:00,Auto-graded
GRD00001190,KOI000083,ACC201_Semester_2_2024,ACC201_Semester_2_2024_Q2,Quiz,12.5,20,64.6,2024-10-30 00:00:00,2024-10-30 00:00:00,Auto-graded
GRD00001191,KOI000084,NET301_Semester_2_2024,NET301_Semester_2_2024_A1,Assignment,12.5,25,58.9,2024-08-09 00:00:00,2024-08-25 00:00:00,Excellent work!
GRD00001192,KOI000084,NET301_Semester_2_2024,NET301_Semester_2_2024_A2,Assignment,82.8,100,65.7,2024-11-04 00:00:00,2024-11-09 00:00:00,Excellent work!
GRD00001193,KOI000084,NET301_Semester_2_2024,NET301_Semester_2_2024_A3,Assignment,18.4,30,90.8,2024-09-25 00:00:00,2024-09-29 00:00:00,Needs improvement in analysis.
GRD00001194,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A1,Assignment,18.1,20,79.7,2025-02-14 00:00:00,2025-02-15 00:00:00,Well researched and presented.
GRD00001195,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A2,Assignment,17.0,20,99.4,2025-01-03 00:00:00,2025-01-12 00:00:00,Needs improvement in analysis.
GRD00001196,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A3,Assignment,31.2,40,66.4,2025-01-16 00:00:00,2025-01-22 00:00:00,"Good effort, well done."
GRD00001197,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A4,Assignment,76.1,100,70.7,2025-02-06 00:00:00,2025-02-21 00:00:00,Well researched and presented.
GRD00001198,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A5,Assignment,19.9,25,64.0,2025-01-31 00:00:00,2025-02-16 00:00:00,Excellent work!
GRD00001199,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_A6,Assignment,21.7,25,98.0,2025-01-24 00:00:00,2025-02-02 00:00:00,"Good effort, well done."
GRD00001200,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q1,Quiz,9.2,10,63.3,2024-12-26 00:00:00,2024-12-26 00:00:00,Auto-graded
GRD00001201,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q2,Quiz,17.8,20,62.8,2025-02-07 00:00:00,2025-02-07 00:00:00,Auto-graded
GRD00001202,KOI000084,SOFT301_Summer_2024/25,SOFT301_Summer_2024/25_Q3,Quiz,18.5,30,74.1,2025-01-20 00:00:00,2025-01-20 00:00:00,Auto-graded
GRD00001203,KOI000084,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A1,Assignment,80.5,100,61.1,2024-04-24 00:00:00,2024-04-27 00:00:00,Well researched and presented.
GRD00001204,KOI000084,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A2,Assignment,24.3,40,94.1,2024-05-31 00:00:00,2024-06-10 00:00:00,Satisfactory. Consider improvement in...
GRD00001205,KOI000084,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A3,Assignment,47.0,50,62.1,2024-05-28 00:00:00,2024-06-05 00:00:00,Needs improvement in analysis.
GRD00001206,KOI000084,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A5,Assignment,19.8,20,71.8,2024-06-05 00:00:00,2024-06-16 00:00:00,"Good effort, well done."
GRD00001207,KOI000084,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_Q1,Quiz,10.3,15,88.7,2024-03-24 00:00:00,2024-03-24 00:00:00,Auto-graded
GRD00001208,KOI000084,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_Q2,Quiz,10.8,15,81.7,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00001209,KOI000085,COMP101_Summer_2024/25,COMP101_Summer_2024/25_A2,Assignment,17.7,30,90.0,2025-01-08 00:00:00,2025-01-24 00:00:00,Satisfactory. Consider improvement in...
GRD00001210,KOI000085,COMP101_Summer_2024/25,COMP101_Summer_2024/25_A3,Assignment,17.1,30,52.4,2025-01-04 00:00:00,2025-01-07 00:00:00,Well researched and presented.
GRD00001211,KOI000085,COMP101_Summer_2024/25,COMP101_Summer_2024/25_Q1,Quiz,24.3,25,88.2,2025-02-20 00:00:00,2025-02-20 00:00:00,Auto-graded
GRD00001212,KOI000085,COMP101_Summer_2024/25,COMP101_Summer_2024/25_Q2,Quiz,11.7,15,73.4,2025-01-13 00:00:00,2025-01-13 00:00:00,Auto-graded
GRD00001213,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A1,Assignment,17.4,30,78.2,2025-01-25 00:00:00,2025-02-04 00:00:00,Excellent work!
GRD00001214,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A2,Assignment,13.3,20,88.3,2024-12-19 00:00:00,2024-12-20 00:00:00,Well researched and presented.
GRD00001215,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A3,Assignment,19.6,30,51.4,2025-01-01 00:00:00,2025-01-05 00:00:00,Excellent work!
GRD00001216,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A4,Assignment,20.0,20,73.1,2024-12-13 00:00:00,2024-12-18 00:00:00,Needs improvement in analysis.
GRD00001217,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A5,Assignment,25.5,50,66.4,2025-01-25 00:00:00,2025-02-08 00:00:00,Well researched and presented.
GRD00001218,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_A6,Assignment,13.2,25,85.1,2025-02-18 00:00:00,2025-03-02 00:00:00,Excellent work!
GRD00001219,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_Q1,Quiz,12.7,15,96.8,2025-02-15 00:00:00,2025-02-15 00:00:00,Auto-graded
GRD00001220,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_Q2,Quiz,9.7,10,70.7,2025-02-12 00:00:00,2025-02-12 00:00:00,Auto-graded
GRD00001221,KOI000085,FIN301_Summer_2024/25,FIN301_Summer_2024/25_Q3,Quiz,8.7,10,99.9,2025-02-09 00:00:00,2025-02-09 00:00:00,Auto-graded
GRD00001222,KOI000085,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A1,Assignment,83.3,100,59.1,2024-10-16 00:00:00,2024-10-31 00:00:00,Needs improvement in analysis.
GRD00001223,KOI000085,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A2,Assignment,19.6,20,50.5,2024-08-14 00:00:00,2024-08-30 00:00:00,Excellent work!
GRD00001224,KOI000085,COMP201_Semester_2_2024,COMP201_Semester_2_2024_A5,Assignment,43.0,50,59.2,2024-09-13 00:00:00,2024-09-28 00:00:00,Needs improvement in analysis.
GRD00001225,KOI000085,COMP201_Semester_2_2024,COMP201_Semester_2_2024_Q1,Quiz,25.6,30,84.7,2024-10-10 00:00:00,2024-10-10 00:00:00,Auto-graded
GRD00001226,KOI000085,DATA301_Semester_2_2024,DATA301_Semester_2_2024_A1,Assignment,29.3,30,74.6,2024-08-03 00:00:00,2024-08-18 00:00:00,"Good effort, well done."
GRD00001227,KOI000085,DATA301_Semester_2_2024,DATA301_Semester_2_2024_A2,Assignment,36.6,50,77.5,2024-08-26 00:00:00,2024-09-09 00:00:00,Needs improvement in analysis.
GRD00001228,KOI000085,DATA301_Semester_2_2024,DATA301_Semester_2_2024_A3,Assignment,24.7,30,95.7,2024-09-07 00:00:00,2024-09-08 00:00:00,Excellent work!
GRD00001229,KOI000085,DATA301_Semester_2_2024,DATA301_Semester_2_2024_Q1,Quiz,21.5,30,87.1,2024-11-02 00:00:00,2024-11-02 00:00:00,Auto-graded
GRD00001230,KOI000085,DATA301_Semester_2_2024,DATA301_Semester_2_2024_Q2,Quiz,21.6,30,88.9,2024-08-01 00:00:00,2024-08-01 00:00:00,Auto-graded
GRD00001231,KOI000086,SEC401_Semester_1_2024,SEC401_Semester_1_2024_A1,Assignment,94.9,100,55.9,2024-04-12 00:00:00,2024-04-20 00:00:00,"Good effort, well done."
GRD00001232,KOI000086,SEC401_Semester_1_2024,SEC401_Semester_1_2024_A2,Assignment,93.9,100,71.4,2024-04-18 00:00:00,2024-04-22 00:00:00,Excellent work!
GRD00001233,KOI000086,SEC401_Semester_1_2024,SEC401_Semester_1_2024_A3,Assignment,20.3,25,95.5,2024-03-28 00:00:00,2024-04-09 00:00:00,Satisfactory. Consider improvement in...
